League,Team,Home,Away,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_A,First_Half_DA,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_A,Second_Half_DA,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
05/13/2019 12:00,NOR1,Stromsgodset,Stromsgodset,Viking,0,0,55,3,1,2,0,0,4,0,9,1,5,0,0,0,0,0,58,29,47,4,2,2,0,0,4,0,14,3,8,0,2,0,0,0,50,30,442,1,1,0,1,0,0
05/13/2019 12:00,NOR1,Viking,Stromsgodset,Viking,0,0,45,4,1,3,0,0,4,1,11,1,5,0,0,0,0,0,45,21,53,3,3,0,0,0,5,0,10,2,4,0,2,0,0,0,45,31,433,1,-1,0,1,0,0
05/12/2019 13:00,NOR1,Stabaek,Stabaek,Brann,0,1,41,0,0,0,0,0,0,0,18,1,5,0,0,0,0,0,51,7,47,3,1,2,0,0,0,1,12,5,9,0,1,0,0,0,67,14,4411,0,1,0,0,1,-1
05/12/2019 13:00,NOR1,Brann,Stabaek,Brann,1,0,59,7,2,5,0,0,6,1,17,0,2,0,0,0,0,0,78,37,53,7,5,2,0,0,4,1,21,1,7,0,3,0,0,0,71,43,433,3,-1,1,0,0,-1
05/12/2019 11:00,NOR1,Haugesund,Haugesund,Bodo/Glimt,1,1,42,2,1,1,0,0,2,1,10,0,8,1,2,0,0,0,39,19,30,5,2,3,0,0,3,0,9,3,3,0,2,0,0,0,20,12,4411,1,1,0,1,0,0
05/12/2019 11:00,NOR1,Bodo/Glimt,Haugesund,Bodo/Glimt,1,1,58,4,0,4,0,0,3,0,13,1,5,0,1,0,0,0,61,33,70,5,4,1,0,0,4,1,9,1,4,0,1,0,0,0,67,55,433,1,-1,0,1,0,0
05/12/2019 11:00,NOR1,Molde,Molde,Mjondalen,1,0,67,1,1,0,0,0,4,2,9,0,5,0,0,0,0,0,67,39,81,6,2,4,0,0,2,0,14,1,6,0,0,0,0,0,77,46,4231,3,1,1,0,0,1
05/12/2019 11:00,NOR1,Mjondalen,Molde,Mjondalen,0,1,33,1,0,1,0,0,1,1,13,1,1,0,0,0,0,0,43,25,19,4,1,3,0,0,2,0,8,1,8,0,1,0,0,0,55,10,433,0,-1,0,0,1,1
05/12/2019 11:00,NOR1,Ranheim,Ranheim,Valerenga,1,5,49,2,0,2,0,0,1,0,8,0,7,0,1,0,0,0,44,13,44,2,2,0,0,0,1,2,11,2,2,0,2,0,0,0,59,22,433,0,1,0,0,1,-1
05/12/2019 11:00,NOR1,Valerenga,Ranheim,Valerenga,5,1,51,2,0,2,0,0,4,0,18,0,5,0,0,0,0,0,60,29,56,7,7,0,0,0,2,0,9,1,3,0,1,0,0,0,44,24,4231,3,-1,1,0,0,-1
05/12/2019 11:00,NOR1,Sarpsborg_08,Sarpsborg_08,Kristiansund,0,1,55,10,1,9,0,0,4,1,18,2,8,0,0,0,0,0,52,36,57,6,0,6,0,0,4,0,22,0,8,0,1,0,0,0,63,39,442,0,1,0,0,1,-1
05/12/2019 11:00,NOR1,Kristiansund,Sarpsborg_08,Kristiansund,1,0,45,2,2,0,0,0,1,3,10,1,4,0,1,0,0,0,31,17,43,2,1,1,0,0,2,2,11,0,5,0,2,0,0,0,29,17,433,3,-1,1,0,0,-1
05/12/2019 11:00,NOR1,Tromso,Tromso,Odd,1,2,42,4,3,1,0,0,1,0,6,2,8,0,0,0,0,0,52,19,47,4,1,3,0,0,3,0,5,1,8,0,0,0,0,0,35,16,41212,0,1,0,0,1,-1
05/12/2019 11:00,NOR1,Odd,Tromso,Odd,2,1,58,3,2,1,0,0,2,0,10,2,3,0,0,0,0,0,61,33,53,8,3,5,0,0,4,1,9,1,6,0,1,0,0,0,52,27,433,3,-1,1,0,0,-1
05/11/2019 11:00,NOR1,Lillestrom,Lillestrom,Rosenborg,1,1,47,4,2,2,0,0,1,0,8,2,7,0,0,0,0,0,57,17,23,3,1,2,0,0,1,1,12,3,9,0,1,0,0,0,58,24,442,1,1,0,1,0,0
05/11/2019 11:00,NOR1,Rosenborg,Lillestrom,Rosenborg,1,1,53,4,2,2,0,0,5,3,23,1,3,0,0,0,0,0,60,31,77,7,4,3,0,0,6,3,10,1,6,0,1,0,0,0,68,38,442,1,-1,0,1,0,0
