League,Team,Home,Away,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_A,First_Half_DA,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_A,Second_Half_DA,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
07/15/2019 12:00,NOR1,Stabaek,Stabaek,Sarpsborg_08,3,3,59,6,3,3,0,0,7,1,6,1,5,0,1,0,0,0,64,22,79,5,3,2,0,0,6,3,14,1,5,0,0,0,0,0,103,46,442,1,1,0,1,0,0
07/15/2019 12:00,NOR1,Sarpsborg_08,Stabaek,Sarpsborg_08,3,3,41,6,3,3,0,0,1,0,14,2,9,0,1,0,0,0,45,21,21,2,2,0,0,0,0,1,7,1,9,0,1,0,0,0,33,13,442,1,-1,0,1,0,0
07/14/2019 13:00,NOR1,Lillestrom,Lillestrom,Stromsgodset,2,1,53,6,2,4,0,0,1,1,15,1,6,0,0,0,0,0,55,30,43,1,0,1,0,0,1,2,16,0,6,0,1,0,0,0,67,38,4411,3,1,1,0,0,1
07/14/2019 13:00,NOR1,Stromsgodset,Lillestrom,Stromsgodset,1,2,47,2,1,1,0,0,1,1,17,0,3,0,0,0,0,0,55,13,57,5,1,4,0,0,0,0,7,0,2,0,1,0,0,0,52,32,433,0,-1,0,0,1,1
07/14/2019 11:00,NOR1,Haugesund,Haugesund,Tromso,5,1,61,6,5,1,0,0,3,0,9,0,5,0,0,0,0,0,70,40,61,14,3,11,0,0,4,0,9,2,6,0,0,0,0,0,60,34,433,3,1,1,0,0,1
07/14/2019 11:00,NOR1,Tromso,Haugesund,Tromso,1,5,39,2,1,1,0,0,1,0,11,2,5,0,3,0,0,0,32,10,39,5,2,3,0,0,4,0,11,1,4,0,0,0,0,0,30,21,541,0,-1,0,0,1,1
07/14/2019 11:00,NOR1,Mjondalen,Mjondalen,Odd,2,0,47,2,1,1,0,0,1,2,9,1,7,0,0,0,0,0,40,23,47,5,4,1,0,0,2,0,8,0,5,0,3,0,0,0,37,24,352,3,1,1,0,0,1
07/14/2019 11:00,NOR1,Odd,Mjondalen,Odd,0,2,53,3,1,2,0,0,1,3,8,1,3,0,0,0,0,0,55,32,53,2,0,2,0,0,3,0,12,2,6,0,2,0,0,0,68,49,433,0,-1,0,0,1,1
07/13/2019 14:00,NOR1,Bodo/Glimt,Bodo/Glimt,Ranheim,5,1,55,3,3,0,0,0,3,0,11,1,5,0,0,0,0,0,59,29,58,5,4,1,0,0,2,1,4,3,6,0,1,0,0,0,39,12,433,3,1,1,0,0,1
07/13/2019 14:00,NOR1,Ranheim,Bodo/Glimt,Ranheim,1,5,45,1,1,0,0,0,1,2,13,2,5,0,0,0,0,0,48,19,42,8,4,4,0,0,2,1,13,0,0,0,0,0,0,0,66,40,433,0,-1,0,0,1,1
07/13/2019 08:30,NOR1,Rosenborg,Rosenborg,Viking,5,1,52,7,4,3,0,0,5,1,7,1,6,0,1,0,0,0,45,37,60,9,5,4,0,0,3,2,12,1,3,0,0,0,0,0,68,40,433,3,1,1,0,0,1
07/13/2019 08:30,NOR1,Viking,Rosenborg,Viking,1,5,48,3,2,1,0,0,3,0,18,2,5,0,0,0,0,0,47,22,40,3,1,2,0,0,2,0,9,2,7,0,1,0,0,0,38,17,433,0,-1,0,0,1,1
04/10/2019 11:30,NOR1,Brann,Brann,Kristiansund,2,1,47,6,3,3,0,0,4,2,12,0,4,0,0,0,0,0,51,28,66,3,2,1,0,0,4,1,15,0,6,0,0,0,0,0,61,16,352,3,1,1,0,0,1
04/10/2019 11:30,NOR1,Kristiansund,Brann,Kristiansund,1,2,53,4,0,4,0,0,6,0,11,2,2,0,0,0,0,0,54,32,34,5,1,4,0,0,3,1,14,1,7,0,1,0,0,0,64,31,433,0,-1,0,0,1,1
04/10/2019 11:30,NOR1,Molde,Molde,Valerenga,4,1,55,4,1,3,0,0,0,4,6,2,6,0,2,0,0,0,48,18,55,6,4,2,0,0,0,1,5,1,6,0,2,0,0,0,46,21,4231,3,1,1,0,0,1
04/10/2019 11:30,NOR1,Valerenga,Molde,Valerenga,1,4,45,3,2,1,0,0,2,2,13,0,3,0,1,0,0,0,67,23,45,5,2,3,0,0,1,0,7,1,5,0,1,0,0,0,58,33,4231,0,-1,0,0,1,1
