League,Team,Team_Code,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
7/15/19 19:00,BRZ1,Fluminense,9.16823E+66,1,1,66,13,5,6,2,8,5,1,0,1,6,0,0,299,265,10,74,10,2,4,4,9,9,0,0,3,5,0,2,330,287,7,433,1,1,0,1,0,0
7/15/19 19:00,BRZ1,Ceara,2.32892E+67,1,1,34,3,2,0,1,6,3,0,0,4,8,0,1,152,115,10,26,6,3,2,1,6,2,2,0,2,7,0,1,115,79,8,4141,1,-1,0,1,0,0
7/14/19 18:00,BRZ1,Chapecoense-SC,4.40864E+66,1,2,32,6,1,3,2,6,3,2,0,2,9,0,1,129,91,9,44,9,2,5,2,13,2,0,0,3,11,0,2,135,93,5,4141,0,1,0,0,1,-1
7/14/19 18:00,BRZ1,Atletico-MG,8.7802E+66,2,1,68,7,2,3,2,12,3,0,0,0,6,0,2,281,236,4,56,14,5,8,1,9,7,2,0,2,10,0,3,156,115,9,4231,3,-1,1,0,0,-1
7/14/19 15:00,BRZ1,Athletico-PR,2.69327E+67,1,0,59,5,2,2,1,11,4,0,0,2,7,0,0,234,203,3,61,12,4,5,3,8,2,2,0,2,8,0,3,222,186,4,4231,3,1,1,0,0,1
7/14/19 15:00,BRZ1,Internacional,2.03091E+67,0,1,41,6,2,2,2,7,1,2,0,2,9,0,1,166,133,5,39,6,2,3,1,10,1,1,0,3,7,0,2,134,107,10,4231,0,-1,0,0,1,1
7/14/19 15:00,BRZ1,Corinthians,2.03322E+67,1,0,66,13,4,5,4,7,9,0,0,0,1,0,1,299,257,6,66,14,4,6,4,10,7,1,0,1,1,0,1,251,227,5,4231,3,1,1,0,0,1
7/14/19 15:00,BRZ1,CSA,1.12291E+67,0,1,34,2,0,0,2,0,0,0,0,4,7,0,2,162,127,11,34,2,1,1,0,4,1,0,0,3,11,0,4,135,96,6,442,0,-1,0,0,1,1
7/14/19 15:00,BRZ1,Cruzeiro,2.18686E+67,0,0,37,6,0,4,2,1,2,3,0,1,4,0,0,210,189,4,48,1,1,0,0,7,3,0,0,0,7,0,0,278,209,3,4231,1,1,0,1,0,0
7/14/19 15:00,BRZ1,Botafogo_RJ,2.57786E+67,0,0,63,3,1,1,1,7,0,0,0,0,1,0,0,353,323,10,52,5,0,4,1,7,3,0,0,1,7,0,0,303,245,3,433,1,-1,0,1,0,0
7/14/19 10:00,BRZ1,Flamengo_RJ,9.67424E+66,6,1,75,12,8,3,1,6,5,0,0,1,3,0,1,272,238,8,71,17,8,5,4,6,6,0,0,0,4,0,0,286,255,10,4132,3,1,1,0,0,1
7/14/19 10:00,BRZ1,Goias,2.39261E+67,1,6,25,5,2,2,1,3,0,1,0,4,5,0,1,91,59,10,29,2,0,2,0,5,0,2,0,6,4,0,1,114,86,11,4231,0,-1,0,0,1,1
7/13/19 18:00,BRZ1,Bahia,9.00779E+66,0,1,40,4,0,1,3,4,3,0,0,1,6,0,1,159,116,5,36,7,2,3,2,8,2,0,0,5,8,0,1,159,121,5,433,0,1,0,0,1,-1
7/13/19 18:00,BRZ1,Santos,1.5891E+67,1,0,60,6,1,3,2,6,6,0,0,0,4,0,0,234,191,4,64,11,6,4,1,6,1,1,0,2,7,0,3,291,252,5,343,3,-1,1,0,0,-1
7/13/19 18:00,BRZ1,Sao_Paulo,4.65158E+66,1,1,49,5,3,1,1,9,3,0,0,1,10,0,2,184,143,12,41,9,7,2,0,13,5,0,0,3,9,0,1,153,114,1,4231,1,1,0,1,0,0
7/13/19 18:00,BRZ1,Palmeiras,1.97988E+67,1,1,51,5,1,3,1,10,1,1,0,2,8,0,2,188,150,9,59,10,4,2,4,10,4,3,0,7,10,0,1,219,176,10,4231,1,-1,0,1,0,0
7/13/19 16:00,BRZ1,Fortaleza,2.43017E+67,2,0,46,7,4,2,1,7,4,0,0,1,8,0,1,182,153,9,34,7,2,3,2,7,1,0,0,4,7,0,1,179,150,9,442,3,1,1,0,0,1
7/13/19 16:00,BRZ1,Avai,1.52805E+67,0,2,54,5,1,2,2,8,8,0,0,3,7,0,1,208,176,6,66,10,4,2,4,7,5,1,0,1,5,0,1,302,266,9,451,0,-1,0,0,1,1
7/13/19 16:00,BRZ1,Gremio,1.3261E+67,2,1,72,2,1,1,0,8,1,2,0,2,9,0,1,354,319,8,68,9,5,3,1,4,3,0,0,2,9,0,1,268,234,7,451,3,1,1,0,0,1
7/13/19 16:00,BRZ1,Vasco,9.85692E+66,1,2,28,5,3,1,1,11,3,1,0,1,7,0,1,133,99,9,32,5,2,2,1,9,3,0,0,3,5,0,3,123,84,11,433,0,-1,0,0,1,1
