League,Team,Home,Away,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_A,First_Half_DA,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_A,Second_Half_DA,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
8/4/19 12:00,CZR1,Sparta_Prague,Sparta_Prague,Pribram,3,0,54,5,3,2,0,19,4,0,8,2,0,0,0,0,0,0,54,32,46,8,4,4,0,9,2,0,3,0,0,0,0,0,0,0,55,33,4141,3,1,1,0,0,1
8/4/19 12:00,CZR1,Pribram,Sparta_Prague,Pribram,0,3,46,4,2,2,0,5,5,0,15,1,0,0,3,0,0,0,45,22,54,3,0,3,0,8,5,0,13,3,0,1,0,0,0,0,49,28,442,0,-1,0,0,1,1
8/4/19 9:30,CZR1,Ceske_Budejovice,Ceske_Budejovice,Jablonec,1,1,47,12,6,6,0,8,0,0,15,3,0,0,0,0,0,0,48,35,51,10,6,4,0,10,0,0,12,3,0,0,2,0,0,0,44,34,4231,1,1,0,1,0,0
8/4/19 9:30,CZR1,Jablonec,Ceske_Budejovice,Jablonec,1,1,53,5,4,1,0,7,1,0,11,6,0,0,0,0,0,0,62,32,49,5,3,2,0,11,4,0,10,5,0,0,0,0,0,0,51,42,442,1,-1,0,1,0,0
8/4/19 9:30,CZR1,Karvina,Karvina,Slavia_Prague,0,0,52,3,0,3,0,10,2,0,13,3,0,0,1,0,0,0,59,36,44,2,0,2,0,6,5,0,9,4,0,0,0,0,0,0,38,30,4231,1,1,0,1,0,0
8/4/19 9:30,CZR1,Slavia_Prague,Karvina,Slavia_Prague,0,0,48,7,3,4,0,8,1,0,13,0,0,0,1,0,0,0,49,33,56,9,4,5,0,8,2,0,11,0,0,0,0,0,0,0,66,52,4231,1,-1,0,1,0,0
8/3/19 12:30,CZR1,Bohemians_1905,Bohemians_1905,Plzen,0,0,46,3,0,3,0,10,2,0,12,0,0,0,1,0,0,0,49,31,48,1,0,1,0,6,0,0,13,0,0,0,1,0,0,0,57,23,343,1,1,0,1,0,0
8/3/19 12:30,CZR1,Plzen,Bohemians_1905,Plzen,0,0,54,2,0,2,0,12,1,0,14,0,0,0,1,0,0,0,52,28,52,3,0,3,0,12,1,0,17,0,0,0,0,0,0,0,87,49,4231,1,-1,0,1,0,0
8/3/19 10:00,CZR1,Liberec,Liberec,Sigma_Olomouc,0,1,46,3,2,1,0,13,1,0,9,3,0,0,2,0,0,0,52,24,56,8,2,6,0,12,3,0,14,2,0,0,2,0,0,0,78,61,4231,0,1,0,0,1,-1
8/3/19 10:00,CZR1,Sigma_Olomouc,Liberec,Sigma_Olomouc,1,0,54,4,4,0,0,11,4,0,17,2,0,0,1,0,0,0,55,28,44,3,2,1,0,10,0,0,10,2,0,0,2,0,0,0,50,26,4141,3,-1,1,0,0,-1
8/3/19 10:00,CZR1,Slovacko,Slovacko,Zlin,1,0,51,10,5,5,0,9,5,0,10,2,0,0,0,0,0,0,83,50,55,6,2,4,0,13,2,0,15,1,0,0,3,0,0,0,45,50,4231,3,1,1,0,0,1
8/3/19 10:00,CZR1,Zlin,Slovacko,Zlin,0,1,49,5,2,3,0,8,2,0,15,4,0,0,2,0,0,0,65,20,45,3,1,2,0,14,1,0,20,2,0,0,3,0,0,0,45,37,352,0,-1,0,0,1,1
8/2/19 11:00,CZR1,Opava,Opava,Ostrava,0,2,50,8,2,6,0,8,6,0,15,0,0,0,1,0,0,0,47,36,46,4,3,1,0,12,6,0,14,2,0,0,2,0,0,0,46,48,4231,0,1,0,0,1,-1
8/2/19 11:00,CZR1,Ostrava,Opava,Ostrava,2,0,50,4,1,3,0,11,2,0,11,2,0,0,1,0,0,0,58,32,54,4,3,1,0,9,3,0,11,3,0,0,0,0,0,0,38,29,451,3,-1,1,0,0,-1
8/2/19 11:00,CZR1,Teplice,Teplice,Mlada_Boleslav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8/2/19 11:00,CZR1,Mlada_Boleslav,Teplice,Mlada_Boleslav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0
