League,Team,Home,Away,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_A,First_Half_DA,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_A,Second_Half_DA,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
08/18/2019 12:00,CZR1,Teplice,Teplice,Plzen,1,1,37,3,2,1,0,6,0,0,10,1,0,0,1,0,0,0,51,23,49,6,3,3,0,10,3,0,8,1,0,0,1,0,0,0,44,31,451,1,1,0,1,0,0
08/18/2019 12:00,CZR1,Plzen,Teplice,Plzen,1,1,63,3,2,1,0,10,4,0,21,2,0,0,0,0,0,0,60,41,51,6,1,5,0,15,3,0,11,2,0,0,4,0,0,0,57,31,4231,1,-1,0,1,0,0
08/18/2019 10:00,CZR1,Jablonec,Jablonec,Mlada_Boleslav,2,1,49,5,2,3,0,9,5,0,4,2,0,0,0,0,0,0,47,25,45,6,1,5,0,2,2,0,10,1,0,0,1,0,0,0,43,29,4231,3,1,1,0,0,1
08/18/2019 10:00,CZR1,Mlada_Boleslav,Jablonec,Mlada_Boleslav,1,2,51,3,2,1,0,7,4,0,6,1,0,0,2,0,0,0,49,34,55,5,2,3,0,11,3,0,13,0,0,0,0,0,0,0,57,43,442,0,-1,0,0,1,1
08/18/2019 10:00,CZR1,Karvina,Karvina,Liberec,0,1,52,4,2,2,0,10,0,0,21,0,0,0,0,0,0,0,57,23,58,5,1,4,0,12,3,0,17,0,0,0,0,0,0,0,63,37,4231,0,1,0,0,1,-1
08/18/2019 10:00,CZR1,Liberec,Karvina,Liberec,1,0,48,3,1,2,0,6,0,0,13,2,0,0,0,0,0,0,49,21,42,2,0,2,0,8,0,0,13,1,0,0,0,0,0,0,48,24,4231,3,-1,1,0,0,-1
08/18/2019 08:00,CZR1,Sparta_Prague,Sparta_Prague,Ostrava,2,0,52,6,2,4,0,13,0,0,13,3,0,0,1,0,0,0,68,24,60,6,4,2,0,14,5,0,15,1,0,0,0,0,0,0,71,35,4231,3,1,1,0,0,1
08/18/2019 08:00,CZR1,Ostrava,Sparta_Prague,Ostrava,0,2,48,4,3,1,0,7,1,0,10,0,0,0,3,0,0,0,50,12,40,3,1,2,0,5,0,0,13,4,0,0,1,0,0,0,40,8,442,0,-1,0,0,1,1
08/17/2019 12:30,CZR1,Bohemians_1905,Bohemians_1905,Sigma_Olomouc,3,2,53,3,0,3,0,7,6,0,13,0,0,0,0,0,0,0,56,33,53,8,4,4,0,14,4,0,8,0,0,0,2,0,0,0,63,41,343,3,1,1,0,0,1
08/17/2019 12:30,CZR1,Sigma_Olomouc,Bohemians_1905,Sigma_Olomouc,2,3,47,2,1,1,0,7,0,0,5,0,0,0,2,0,0,0,68,17,47,3,1,2,0,8,0,0,15,1,0,0,2,0,0,0,55,17,442,0,-1,0,0,1,1
08/17/2019 10:00,CZR1,Opava,Opava,Zlin,0,3,48,1,0,1,0,14,3,0,12,3,0,0,1,0,0,0,46,41,52,4,1,3,0,9,3,0,10,2,0,1,4,0,0,0,46,34,4231,0,1,0,0,1,-1
08/17/2019 10:00,CZR1,Zlin,Opava,Zlin,3,0,52,6,4,2,0,11,4,0,13,0,0,0,0,0,0,0,58,43,48,6,4,2,0,10,1,0,8,1,0,0,1,0,0,0,52,30,352,3,-1,1,0,0,-1
08/17/2019 10:00,CZR1,Slovacko,Slovacko,Pribram,2,0,56,6,4,2,0,8,5,0,23,0,0,0,0,0,0,0,65,54,60,4,1,3,0,10,1,0,15,0,0,0,0,0,0,0,66,48,4231,3,1,1,0,0,1
08/17/2019 10:00,CZR1,Pribram,Slovacko,Pribram,0,2,44,2,0,2,0,5,1,0,19,4,0,0,0,0,0,0,67,31,40,3,0,3,0,8,1,0,13,0,0,0,1,0,0,0,53,36,4411,0,-1,0,0,1,1
08/16/2019 11:00,CZR1,Ceske_Budejovice,Ceske_Budejovice,Slavia_Prague,0,3,43,1,0,1,0,10,0,0,8,8,0,0,0,0,0,0,51,8,51,1,1,0,0,7,2,0,21,1,0,0,0,0,0,0,47,21,4231,0,1,0,0,1,-1
08/16/2019 11:00,CZR1,Slavia_Prague,Ceske_Budejovice,Slavia_Prague,3,0,57,17,8,9,0,11,8,0,19,0,0,0,0,0,0,0,77,48,49,10,4,6,0,10,3,0,13,1,0,0,0,0,0,0,62,46,4141,3,-1,1,0,0,-1
