League,Team,Home,Away,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_A,First_Half_DA,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_A,Second_Half_DA,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
07/29/2019 11:00,CZR1,Ceske_Budejovice,Ceske_Budejovice,Sparta_Prague,2,2,35,5,3,2,0,11,1,0,2,2,0,0,1,0,0,0,43,15,41,6,4,2,0,7,3,0,6,0,0,0,4,0,0,0,42,27,4231,1,1,0,1,0,0
07/29/2019 11:00,CZR1,Sparta_Prague,Ceske_Budejovice,Sparta_Prague,2,2,65,6,2,4,0,16,8,0,8,1,0,0,2,0,0,0,59,37,59,6,2,4,0,18,5,0,9,4,0,0,0,0,0,0,66,42,4141,1,-1,0,1,0,0
07/28/2019 12:00,CZR1,Slavia_Prague,Slavia_Prague,Sigma_Olomouc,1,0,52,8,4,4,0,1,1,0,17,2,0,0,0,0,0,0,65,40,56,6,3,3,0,8,2,0,20,2,0,0,2,0,0,0,63,52,4141,3,1,1,0,0,1
07/28/2019 12:00,CZR1,Sigma_Olomouc,Slavia_Prague,Sigma_Olomouc,0,1,48,5,2,3,0,6,3,0,10,3,0,0,0,0,0,0,50,22,44,4,2,2,0,5,3,0,17,3,0,0,2,0,0,0,46,20,4141,0,-1,0,0,1,1
07/28/2019 09:30,CZR1,Jablonec,Jablonec,Slovacko,6,0,46,4,2,2,0,6,2,0,17,2,0,0,1,0,0,0,37,28,54,8,6,2,0,12,3,0,5,1,0,0,0,0,0,0,43,34,4231,3,1,1,0,0,1
07/28/2019 09:30,CZR1,Slovacko,Jablonec,Slovacko,0,6,54,6,2,4,0,7,4,0,17,1,0,0,0,0,0,0,34,45,46,4,1,3,0,9,1,0,17,1,0,0,1,0,0,0,54,37,4141,0,-1,0,0,1,1
07/28/2019 09:30,CZR1,Mlada_Boleslav,Mlada_Boleslav,Opava,4,1,57,9,5,4,0,9,4,0,29,0,0,0,0,0,0,0,55,38,57,8,4,4,0,8,2,0,22,1,0,0,0,0,0,0,60,43,4231,3,1,1,0,0,1
07/28/2019 09:30,CZR1,Opava,Mlada_Boleslav,Opava,1,4,43,4,1,3,0,8,1,0,7,3,0,0,0,0,0,0,47,30,43,2,1,1,0,6,3,0,17,2,0,0,2,0,0,0,54,28,4231,0,-1,0,0,1,1
07/27/2019 12:30,CZR1,Plzen,Plzen,Karvina,3,2,60,7,4,3,0,11,4,0,11,1,0,0,0,0,0,0,56,42,60,11,9,2,0,17,6,0,8,4,0,0,1,0,0,0,61,41,4231,3,1,1,0,0,1
07/27/2019 12:30,CZR1,Karvina,Plzen,Karvina,2,3,40,3,1,2,0,8,0,0,12,3,0,0,1,0,0,0,49,30,40,9,6,3,0,5,0,0,9,7,0,0,1,0,0,0,60,29,4231,0,-1,0,0,1,1
07/27/2019 10:00,CZR1,Pribram,Pribram,Bohemians_1905,3,2,48,7,5,2,0,11,2,0,23,0,0,0,2,0,0,0,52,29,54,7,4,3,0,15,3,0,14,2,0,0,0,0,0,0,59,31,451,3,1,1,0,0,1
07/27/2019 10:00,CZR1,Bohemians_1905,Pribram,Bohemians_1905,2,3,52,0,0,0,0,11,2,0,15,4,0,0,0,0,0,0,51,29,46,5,4,1,0,12,1,0,12,2,0,0,2,0,0,0,52,30,343,0,-1,0,0,1,1
07/27/2019 10:00,CZR1,Zlin,Zlin,Liberec,2,1,55,2,2,0,0,12,2,0,14,3,0,0,0,0,0,0,67,24,51,4,2,2,0,13,3,0,3,1,0,0,0,0,0,0,64,32,442,3,1,1,0,0,1
07/27/2019 10:00,CZR1,Liberec,Zlin,Liberec,1,2,45,4,3,1,0,10,1,0,19,1,0,0,1,0,0,0,63,30,49,5,2,3,0,8,0,0,7,1,0,0,2,0,0,0,65,30,4231,0,-1,0,0,1,1
07/26/2019 11:30,CZR1,Ostrava,Ostrava,Teplice,0,1,63,8,1,7,0,8,4,0,27,1,0,0,1,0,0,0,72,38,59,10,4,6,0,7,7,0,19,0,0,0,1,0,0,0,76,36,442,0,1,0,0,1,-1
07/26/2019 11:30,CZR1,Teplice,Ostrava,Teplice,1,0,37,4,2,2,0,4,1,0,11,1,0,0,1,0,0,0,42,11,41,0,0,0,0,8,2,0,11,4,0,0,1,0,0,0,43,12,442,3,-1,1,0,0,-1
