League,Team,Home,Away,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_A,First_Half_DA,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_A,Second_Half_DA,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
08/25/2019 12:00,CZR1,Liberec,Liberec,Sparta_Prague,3,1,48,4,3,1,0,4,2,0,8,4,0,0,2,0,0,0,47,31,48,6,4,2,0,7,2,0,11,6,0,0,2,0,0,0,47,36,4231,3,1,1,0,0,1
08/25/2019 12:00,CZR1,Sparta_Prague,Liberec,Sparta_Prague,1,3,52,5,4,1,0,11,2,0,13,2,0,0,2,0,0,0,51,38,52,10,7,3,0,9,2,0,17,2,0,0,2,0,0,0,67,53,451,0,-1,0,0,1,1
08/25/2019 09:30,CZR1,Mlada_Boleslav,Mlada_Boleslav,Ceske_Budejovice,4,2,49,5,4,1,0,15,3,0,14,4,0,0,1,0,0,0,64,34,57,10,5,5,0,7,4,0,14,1,0,0,1,0,0,0,68,33,442,3,1,1,0,0,1
08/25/2019 09:30,CZR1,Ceske_Budejovice,Mlada_Boleslav,Ceske_Budejovice,2,4,51,7,6,1,0,6,3,0,18,2,0,0,1,0,0,0,47,29,43,5,1,4,0,9,1,0,7,3,0,1,1,0,0,0,68,31,4231,0,-1,0,0,1,1
08/25/2019 09:30,CZR1,Plzen,Plzen,Opava,4,0,70,14,8,6,0,10,5,0,14,1,0,0,0,0,0,0,81,44,60,11,7,4,0,7,3,0,9,1,0,0,1,0,0,0,70,53,4231,3,1,1,0,0,1
08/25/2019 09:30,CZR1,Opava,Plzen,Opava,0,4,30,1,1,0,0,8,0,0,5,6,0,0,3,0,0,0,31,6,40,5,1,4,0,3,4,0,7,5,0,0,0,0,0,0,34,15,4231,0,-1,0,0,1,1
08/24/2019 12:30,CZR1,Slavia_Prague,Slavia_Prague,Bohemians_1905,4,0,53,5,3,2,0,9,2,0,12,1,0,0,2,0,0,0,32,13,49,11,7,4,0,9,4,0,9,0,0,0,1,0,0,0,29,20,4141,3,1,1,0,0,1
08/24/2019 12:30,CZR1,Bohemians_1905,Slavia_Prague,Bohemians_1905,0,4,47,3,1,2,0,13,1,0,10,2,0,0,2,0,0,0,33,12,51,0,0,0,0,8,0,0,10,4,0,1,3,0,0,0,26,9,4411,0,-1,0,0,1,1
08/24/2019 10:00,CZR1,Pribram,Pribram,Jablonec,4,0,59,9,6,3,0,11,6,0,10,0,0,0,0,0,0,0,42,32,45,4,3,1,0,2,4,0,7,3,0,0,1,0,0,0,38,22,451,3,1,1,0,0,1
08/24/2019 10:00,CZR1,Jablonec,Pribram,Jablonec,0,4,41,1,0,1,0,10,1,0,8,4,0,0,2,0,0,0,51,23,55,4,3,1,0,13,4,0,15,1,0,0,0,0,0,0,63,36,442,0,-1,0,0,1,1
08/24/2019 10:00,CZR1,Zlin,Zlin,Karvina,1,4,54,7,3,4,0,9,4,0,21,0,0,0,1,0,0,0,55,40,48,8,6,2,0,9,0,0,12,0,0,1,3,0,0,0,94,41,352,0,1,0,0,1,-1
08/24/2019 10:00,CZR1,Karvina,Zlin,Karvina,4,1,46,4,1,3,0,5,1,0,11,3,0,0,0,0,0,0,44,35,52,4,3,1,0,9,0,0,13,5,0,0,0,0,0,0,96,34,4141,3,-1,1,0,0,-1
08/23/2019 11:00,CZR1,Ostrava,Ostrava,Slovacko,3,0,57,3,3,0,0,9,2,0,12,1,0,0,0,0,0,0,39,49,43,6,2,4,0,9,2,0,9,0,0,0,0,0,0,0,29,30,442,3,1,1,0,0,1
08/23/2019 11:00,CZR1,Slovacko,Ostrava,Slovacko,0,3,43,3,1,2,0,6,0,0,15,1,0,0,2,0,0,0,33,32,57,4,0,4,0,11,4,0,15,1,0,0,3,0,0,0,36,39,4231,0,-1,0,0,1,1
08/23/2019 11:00,CZR1,Sigma_Olomouc,Sigma_Olomouc,Teplice,2,0,43,4,2,2,0,6,0,0,19,1,0,0,0,0,0,0,62,30,51,4,4,0,0,6,1,0,9,3,0,0,0,0,0,0,44,27,433,3,1,1,0,0,1
08/23/2019 11:00,CZR1,Teplice,Sigma_Olomouc,Teplice,0,2,57,5,1,4,0,6,1,0,13,1,0,0,0,0,0,0,75,49,49,6,3,3,0,12,1,0,15,3,0,1,2,0,0,0,62,48,433,0,-1,0,0,1,1
