League,Team,Home,Away,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_A,First_Half_DA,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_A,Second_Half_DA,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
07/22/2019 11:00,CZR1,Karvina,Karvina,Ostrava,1,2,44,4,3,1,0,8,2,0,16,3,0,0,2,0,0,0,54,22,38,4,4,0,0,8,0,0,11,3,0,1,4,0,0,0,54,23,4141,0,1,0,0,1,-1
07/22/2019 11:00,CZR1,Ostrava,Karvina,Ostrava,2,1,56,6,4,2,0,11,0,0,17,3,0,0,1,0,0,0,51,19,62,8,4,4,0,11,1,0,19,3,0,1,4,0,0,0,57,32,4411,3,-1,1,0,0,-1
07/21/2019 12:00,CZR1,Teplice,Teplice,Slavia_Prague,1,5,36,2,1,1,0,11,1,0,7,4,0,0,1,0,0,0,48,22,57,3,2,1,0,3,1,0,11,1,0,1,2,0,0,0,48,21,442,0,1,0,0,1,-1
07/21/2019 12:00,CZR1,Slavia_Prague,Teplice,Slavia_Prague,5,1,64,10,7,3,0,7,5,0,10,1,0,0,1,0,0,0,45,34,43,10,3,7,0,7,5,0,10,1,0,0,1,0,0,0,51,39,4141,3,-1,1,0,0,-1
07/21/2019 09:30,CZR1,Bohemians_1905,Bohemians_1905,Mlada_Boleslav,3,0,51,8,5,3,0,14,2,0,7,0,0,0,1,0,0,0,65,19,41,2,0,2,0,6,0,0,12,0,0,0,2,0,0,0,54,14,343,3,1,1,0,0,1
07/21/2019 09:30,CZR1,Mlada_Boleslav,Bohemians_1905,Mlada_Boleslav,0,3,49,2,0,2,0,13,2,0,14,2,0,0,0,0,0,0,69,31,59,5,0,5,0,6,4,0,14,0,0,0,1,0,0,0,88,46,442,0,-1,0,0,1,1
07/20/2019 12:30,CZR1,Sparta_Prague,Sparta_Prague,Jablonec,2,0,58,8,4,4,0,9,6,0,5,1,0,0,0,0,0,0,39,42,60,8,5,3,0,11,4,0,10,0,0,0,1,0,0,0,45,33,4141,3,1,1,0,0,1
07/20/2019 12:30,CZR1,Jablonec,Sparta_Prague,Jablonec,0,2,42,3,1,2,0,6,3,0,6,4,0,0,0,0,0,0,44,26,40,2,0,2,0,9,2,0,12,3,0,0,1,0,0,0,35,22,4231,0,-1,0,0,1,1
07/20/2019 10:00,CZR1,Opava,Opava,Pribram,1,0,58,3,0,3,0,10,2,0,17,5,0,0,1,0,0,0,58,44,46,4,2,2,0,14,1,0,16,2,0,0,0,0,0,0,56,35,4231,3,1,1,0,0,1
07/20/2019 10:00,CZR1,Pribram,Opava,Pribram,0,1,42,7,5,2,0,7,2,0,15,0,0,0,3,0,0,0,49,26,54,3,2,1,0,11,3,0,17,1,0,0,0,0,0,0,54,38,442,0,-1,0,0,1,1
07/20/2019 10:00,CZR1,Sigma_Olomouc,Sigma_Olomouc,Zlin,1,0,52,6,2,4,0,11,1,0,15,1,0,0,0,0,0,0,67,51,52,5,4,1,0,5,3,0,13,2,0,0,0,0,0,0,70,46,451,3,1,1,0,0,1
07/20/2019 10:00,CZR1,Zlin,Sigma_Olomouc,Zlin,0,1,48,4,1,3,0,7,1,0,15,2,0,0,1,0,0,0,53,31,48,5,2,3,0,13,1,0,10,3,0,0,2,0,0,0,69,53,442,0,-1,0,0,1,1
07/20/2019 10:00,CZR1,Slovacko,Slovacko,Ceske_Budejovice,0,2,52,4,1,3,0,7,1,0,17,0,0,0,1,0,0,0,69,31,50,8,2,6,0,10,3,0,21,0,0,0,0,0,0,0,69,49,4141,0,1,0,0,1,-1
07/20/2019 10:00,CZR1,Ceske_Budejovice,Slovacko,Ceske_Budejovice,2,0,48,4,1,3,0,9,0,0,15,1,0,0,1,0,0,0,47,23,50,2,1,1,0,7,3,0,15,2,0,0,3,0,0,0,55,24,451,3,-1,1,0,0,-1
07/19/2019 11:30,CZR1,Liberec,Liberec,Plzen,1,2,38,4,1,3,0,9,0,0,5,1,0,0,1,0,0,0,48,14,42,2,2,0,0,9,1,0,11,1,0,0,1,0,0,0,55,36,4231,0,1,0,0,1,-1
07/19/2019 11:30,CZR1,Plzen,Liberec,Plzen,2,1,62,1,1,0,0,9,2,0,10,1,0,0,1,0,0,0,69,35,58,4,3,1,0,10,2,0,11,1,0,0,1,0,0,0,70,33,4231,3,-1,1,0,0,-1
