League,Team,Home,Away,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_A,First_Half_DA,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_A,Second_Half_DA,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
03/31/2019 00:00,JP1,Shimizu,Shimizu,Shonan,1,3,52,6,1,5,0,8,0,0,0,0,0,0,0,0,0,0,56,23,60,4,1,3,0,8,3,0,0,0,0,0,2,0,0,0,45,40,442,0,1,0,0,1,-1
03/31/2019 00:00,JP1,Shonan,Shimizu,Shonan,3,1,48,9,2,7,0,7,3,0,0,0,0,0,1,0,0,0,48,26,40,8,1,7,0,7,5,1,0,1,0,0,1,0,0,0,35,27,3421,3,-1,1,0,0,-1
03/31/2019 00:00,JP1,Yamaga,Yamaga,Kawasaki_Frontale,0,2,31,2,1,1,0,8,0,1,0,3,0,0,1,0,0,0,38,16,38,2,0,2,0,6,1,1,0,1,0,0,2,0,0,0,34,25,3421,0,1,0,0,1,-1
03/31/2019 00:00,JP1,Kawasaki_Frontale,Yamaga,Kawasaki_Frontale,2,0,69,8,4,4,0,11,3,1,0,1,0,0,0,0,0,0,56,35,62,9,2,7,0,8,2,1,0,0,0,0,0,0,0,0,55,48,4231,3,-1,1,0,0,-1
03/30/2019 05:00,JP1,Oita,Oita,Hiroshima,0,1,58,4,0,4,0,2,0,0,0,0,0,0,0,0,0,0,47,18,71,3,0,3,0,3,2,0,0,0,0,0,1,0,0,0,57,43,343,0,1,0,0,1,-1
03/30/2019 05:00,JP1,Hiroshima,Oita,Hiroshima,1,0,42,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,39,15,29,3,1,2,0,6,1,0,0,0,0,0,0,0,0,0,42,22,343,3,-1,1,0,0,-1
03/30/2019 03:00,JP1,G-Osaka,G-Osaka,Kobe,3,4,38,11,3,8,0,4,4,0,0,0,0,0,1,0,0,0,35,40,52,10,6,4,0,8,8,3,0,1,0,0,0,0,0,0,38,43,4231,0,1,0,0,1,-1
03/30/2019 03:00,JP1,Kobe,G-Osaka,Kobe,4,3,62,3,1,2,0,7,1,1,0,1,0,0,1,0,0,0,40,35,48,9,4,5,0,8,0,1,0,5,0,0,1,0,0,0,39,31,433,3,-1,1,0,0,-1
03/30/2019 01:00,JP1,Iwata,Iwata,Kashima,1,1,53,5,1,4,0,9,3,1,0,1,0,0,1,0,0,0,42,22,33,3,1,2,0,7,0,4,0,2,0,0,1,0,0,0,40,22,451,1,1,0,1,0,0
03/30/2019 01:00,JP1,Kashima,Iwata,Kashima,1,1,47,7,1,6,0,7,3,2,0,1,0,0,1,0,0,0,42,35,67,9,3,6,0,4,5,1,0,0,0,0,0,0,0,0,46,52,442,1,-1,0,1,0,0
03/30/2019 00:00,JP1,Nagoya,Nagoya,Sapporo,4,0,56,8,3,5,0,11,1,3,0,0,0,0,0,0,0,0,51,25,54,13,5,8,0,6,0,2,0,1,0,0,0,0,0,0,59,31,442,3,1,1,0,0,1
03/30/2019 00:00,JP1,Sapporo,Nagoya,Sapporo,0,4,44,3,0,3,0,11,1,2,0,0,0,0,0,0,0,0,41,22,46,10,1,9,0,1,4,0,0,4,0,0,1,0,0,0,46,39,3412,0,-1,0,0,1,1
03/30/2019 00:00,JP1,Urawa,Urawa,FC_Tokyo,1,1,62,4,1,3,0,8,2,0,0,1,0,0,0,0,0,0,61,42,64,6,3,3,0,8,3,3,0,1,0,0,0,0,0,0,80,67,442,1,1,0,1,0,0
03/30/2019 00:00,JP1,FC_Tokyo,Urawa,FC_Tokyo,1,1,38,5,1,4,0,6,1,0,0,1,0,0,0,0,0,0,50,44,36,2,2,0,0,6,0,2,0,2,0,0,2,0,0,0,52,26,442,1,-1,0,1,0,0
03/30/2019 00:00,JP1,Vegalta_Sendai,Vegalta_Sendai,C-Osaka,0,2,41,6,3,3,0,6,1,2,0,1,0,0,0,0,0,0,35,31,50,6,0,6,0,6,1,4,0,0,0,0,0,0,0,0,52,38,343,0,1,0,0,1,-1
03/30/2019 00:00,JP1,C-Osaka,Vegalta_Sendai,C-Osaka,2,0,59,6,2,4,0,6,2,0,0,3,0,0,1,0,0,0,41,32,50,8,1,7,0,11,0,0,0,0,0,0,0,0,0,0,56,33,343,3,-1,1,0,0,-1
03/29/2019 05:30,JP1,Yokohama_M.,Yokohama_M.,Sagan_Tosu,0,0,62,5,2,3,0,12,5,2,0,0,0,0,1,0,0,0,70,40,64,15,7,8,0,9,4,2,0,1,0,0,0,0,0,0,74,44,433,1,1,0,1,0,0
03/29/2019 05:30,JP1,Sagan_Tosu,Yokohama_M.,Sagan_Tosu,0,0,38,1,0,1,0,9,1,1,0,2,0,0,0,0,0,0,48,12,36,5,1,4,0,6,2,2,0,7,0,0,3,0,0,0,47,24,442,1,-1,0,1,0,0
