League,Team,Team_Code,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
05/26/2019 02:00,JP1,Oita,2885764814548894276926400612303898441863443477622320398462679169850,0,1,46,2,1,1,0,3,2,0,0,0,3,0,0,268,0,8,50,2,1,1,0,6,3,1,0,1,7,0,1,300,0,6,3421,0,1,0,0,1,-1
05/26/2019 02:00,JP1,Kawasaki_Frontale,10560245902826127973398162666475706200810874341131383835747628649601,1,0,54,3,1,2,0,3,2,1,0,1,2,0,0,355,0,3,50,7,1,6,0,8,0,1,0,1,5,0,0,312,0,16,4231,3,-1,1,0,0,-1
05/26/2019 01:00,JP1,Kobe,10699480890510115862819528383202209775422954578987147442466341067218,4,1,60,5,1,4,0,5,0,0,0,0,3,0,0,293,0,6,62,11,7,4,0,8,4,0,0,0,3,0,0,254,0,2,433,3,1,1,0,0,1
05/26/2019 01:00,JP1,Shonan,21951827362008594648883536910653776723247785863029201883067385866188,1,4,40,3,0,3,0,3,1,2,0,1,3,0,1,185,0,10,38,5,1,4,0,3,2,0,0,3,8,0,1,132,0,3,3421,0,-1,0,0,1,1
05/26/2019 01:00,JP1,Nagoya,2647000823339939494669889684486809173375737948133929462600207704981,0,1,67,4,0,4,0,10,0,2,0,1,3,0,1,426,0,11,70,8,1,7,0,14,4,0,0,0,4,0,0,316,0,9,442,0,1,0,0,1,-1
05/26/2019 01:00,JP1,Yamaga,5152160968020653588368301713562173418849941119435067518794398247800,1,0,33,4,2,2,0,5,5,2,0,0,8,0,1,160,0,14,30,4,0,4,0,4,2,2,0,1,12,0,1,88,0,15,352,3,-1,1,0,0,-1
05/26/2019 00:00,JP1,Sagan_Tosu,14107688217751634115458862979298242762167742261476935255801736987466,1,0,50,3,0,3,0,9,0,1,0,0,6,0,1,178,0,9,48,7,2,5,0,6,3,1,0,3,11,0,0,145,0,8,343,3,1,1,0,0,1
05/26/2019 00:00,JP1,Kashima,4196245969068186223034392365739249594166695836893574532579079780890,0,1,50,4,0,4,0,7,2,1,0,0,8,0,0,149,0,11,52,6,3,3,0,12,4,0,0,1,6,0,0,177,0,11,442,0,-1,0,0,1,1
05/26/2019 00:00,JP1,Urawa,12277803513596284668678681490685672364591056843865351348739412613579,0,4,64,5,1,4,0,6,0,0,0,1,8,0,0,374,0,9,56,4,1,3,0,8,3,1,0,4,15,0,4,273,0,10,3322,0,1,0,0,1,-1
05/26/2019 00:00,JP1,Hiroshima,22379657337813113839422123288363214537262931752166586978660657845533,4,0,36,6,3,3,0,8,3,1,0,1,5,0,0,152,0,8,44,10,6,4,0,15,1,1,0,1,7,0,0,172,0,9,3421,3,-1,1,0,0,-1
05/25/2019 23:00,JP1,Yokohama_M.,16094920739936548237032227990675930372657339450634973912855699429460,4,0,68,8,5,3,0,9,3,3,0,0,6,0,0,363,0,10,54,13,4,9,0,12,1,1,0,2,8,0,1,239,0,6,433,3,1,1,0,0,1
05/25/2019 23:00,JP1,Iwata,21113602172018634849213640505188741730663865533717992988839950919223,0,4,32,3,0,3,0,9,3,2,0,4,7,0,0,102,0,3,46,9,2,7,0,9,2,3,0,1,10,0,1,211,0,7,3421,0,-1,0,0,1,1
05/25/2019 01:00,JP1,C-Osaka,9379043907148681469912573764471360752304545483186507996424426661232,1,0,55,8,0,8,0,7,5,0,0,0,8,0,2,219,0,9,55,9,2,7,0,8,4,2,0,2,8,0,1,215,0,16,433,3,1,1,0,0,1
05/25/2019 01:00,JP1,FC_Tokyo,25761376114469815702903512838621258197390868179672640189077709806268,0,1,45,6,0,6,0,8,1,0,0,0,7,0,0,178,0,12,45,6,2,4,0,10,1,0,0,1,9,0,0,183,0,8,442,0,-1,0,0,1,1
05/25/2019 00:00,JP1,Sapporo,2241648638029914517776267486710370180234226226401216828149467567932,0,0,51,9,3,6,0,4,4,0,0,0,2,0,1,305,0,10,53,9,4,5,0,9,3,0,0,1,4,0,1,279,0,5,3421,1,1,0,1,0,0
05/25/2019 00:00,JP1,G-Osaka,25288996196467069381723074202319955899965237197458730157087625107417,0,0,49,3,0,3,0,2,3,0,0,3,4,0,0,308,0,13,47,4,1,3,0,3,2,0,0,4,9,0,1,248,0,7,3142,1,-1,0,1,0,0
05/25/2019 00:00,JP1,Shimizu,20040564689349383462705478647281338122330893292361178846126799443330,4,3,45,8,4,4,0,4,3,1,0,2,4,0,0,193,0,13,51,5,2,3,0,6,0,1,0,1,2,0,0,238,0,11,4231,3,1,1,0,0,1
05/25/2019 00:00,JP1,Vegalta_Sendai,7809494096275569048641065598574690915786357635383918633229954718299,3,4,55,9,4,5,0,5,3,1,0,1,4,0,0,263,0,7,49,10,2,8,0,3,2,1,0,1,5,1,2,221,0,6,442,0,-1,0,0,1,1
