League,Team,Team_Code,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
7/7/19 6:00,JP1,FC_Tokyo,2.57614E+67,3,1,56,6,4,2,0,6,5,0,0,0,8,0,0,284,0,7,33,3,1,2,0,5,3,0,0,1,6,0,0,125,0,14,442,3,1,1,0,0,1
7/7/19 6:00,JP1,G-Osaka,2.5289E+67,1,3,44,4,1,3,0,8,1,2,0,2,4,0,0,234,0,9,67,6,1,5,0,6,4,0,0,0,6,0,1,344,0,6,3142,0,-1,0,0,1,1
7/7/19 6:00,JP1,Kawasaki_Frontale,1.05602E+67,0,0,49,9,3,6,0,9,3,1,0,0,4,0,0,276,0,8,57,3,3,0,0,6,3,1,0,0,5,0,0,321,0,6,4231,1,1,0,1,0,0
7/7/19 6:00,JP1,Sagan_Tosu,1.41077E+67,0,0,51,5,0,5,0,5,2,1,0,3,8,0,0,214,0,7,43,3,0,3,0,6,5,1,0,3,5,0,2,153,0,4,442,1,-1,0,1,0,0
7/7/19 5:00,JP1,Nagoya,2.647E+66,0,2,70,14,7,7,0,11,5,2,0,2,5,0,0,335,0,9,66,14,5,9,0,14,5,1,0,0,5,0,0,342,0,10,442,0,1,0,0,1,-1
7/7/19 5:00,JP1,Shonan,2.19518E+67,2,0,30,4,3,1,0,7,2,0,0,7,12,0,0,93,0,14,34,3,1,2,0,5,0,2,0,5,11,0,0,124,0,7,343,3,-1,1,0,0,-1
7/7/19 1:00,JP1,Sapporo,2.24165E+66,1,1,50,5,2,3,0,10,2,0,0,2,4,0,1,235,0,9,61,11,1,10,0,7,5,3,0,2,7,0,0,265,0,17,3421,1,1,0,1,0,0
7/7/19 1:00,JP1,Yamaga,5.15216E+66,1,1,50,9,3,6,0,4,3,3,0,1,7,0,1,212,0,6,39,7,2,5,0,10,0,0,0,1,7,0,0,140,0,9,3421,1,-1,0,1,0,0
7/6/19 6:00,JP1,Hiroshima,2.23797E+67,1,1,46,4,0,4,0,4,2,0,0,1,8,0,1,273,0,9,57,10,4,6,0,2,5,0,0,0,8,0,0,320,0,9,3421,1,1,0,1,0,0
7/6/19 6:00,JP1,C-Osaka,9.37904E+66,1,1,54,9,2,7,0,7,2,0,0,0,3,0,0,257,0,3,43,2,0,2,0,9,3,0,0,3,3,0,1,245,0,9,442,1,-1,0,1,0,0
7/6/19 6:00,JP1,Kashima,4.19625E+66,2,0,46,1,1,0,0,11,0,2,0,3,4,0,1,165,0,4,38,2,0,2,0,9,0,2,0,1,6,0,1,120,0,8,442,3,1,1,0,0,1
7/6/19 6:00,JP1,Iwata,2.11136E+67,0,2,54,6,3,3,0,6,1,1,0,0,10,0,1,303,0,9,62,9,1,8,0,8,2,1,0,0,8,0,0,243,0,8,3421,0,-1,0,0,1,1
7/6/19 6:00,JP1,Urawa,1.22778E+67,1,0,63,7,3,4,0,15,1,0,0,1,4,0,0,334,0,6,65,7,1,6,0,4,3,1,0,0,6,0,0,355,0,10,3421,3,1,1,0,0,1
7/6/19 6:00,JP1,Vegalta_Sendai,7.80949E+66,0,1,37,1,1,0,0,4,1,1,0,2,14,0,1,183,0,9,35,2,0,2,0,7,1,0,0,1,5,1,3,156,0,9,4222,0,-1,0,0,1,1
7/6/19 6:00,JP1,Yokohama_M.,1.60949E+67,1,0,62,8,4,4,0,9,5,2,0,0,1,0,0,383,0,7,49,9,3,6,0,1,0,1,0,1,6,0,1,343,0,10,4231,3,1,1,0,0,1
7/6/19 6:00,JP1,Oita,2.88576E+66,0,1,38,1,0,1,0,3,1,3,0,4,6,0,1,178,0,9,51,1,1,0,0,7,2,0,0,2,1,0,1,340,0,12,352,0,-1,0,0,1,1
7/6/19 5:00,JP1,Shimizu,2.00406E+67,2,1,37,3,1,2,0,7,0,0,0,0,6,0,0,183,0,7,37,9,4,5,0,4,3,0,0,1,6,0,2,117,0,4,4231,3,1,1,0,0,1
7/6/19 5:00,JP1,Kobe,1.06995E+67,1,2,63,5,1,4,0,6,0,1,0,0,6,0,1,295,0,9,63,8,1,7,0,6,4,1,0,3,3,0,1,254,0,10,442,0,-1,0,0,1,1
