League,Team,Home,Away,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_A,First_Half_DA,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_A,Second_Half_DA,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
02/23/2019 01:00,JP1,Shonan,Shonan,Sapporo,2,0,36,3,1,2,0,7,1,0,0,1,0,0,0,0,0,0,38,23,47,7,4,3,0,5,4,1,0,1,0,0,1,0,0,0,55,39,343,3,1,1,0,0,1
02/23/2019 01:00,JP1,Sapporo,Shonan,Sapporo,0,2,64,7,1,6,0,12,4,0,0,1,0,0,0,0,0,0,82,47,53,4,1,3,0,10,0,1,0,2,0,0,2,0,0,0,54,29,3421,0,-1,0,0,1,1
02/23/2019 00:00,JP1,G-Osaka,G-Osaka,Yokohama_M.,2,3,41,5,2,3,0,8,3,0,0,5,0,0,0,0,0,0,41,23,47,5,2,3,0,7,4,0,0,1,0,0,0,0,0,0,52,32,442,0,1,0,0,1,-1
02/23/2019 00:00,JP1,Yokohama_M.,G-Osaka,Yokohama_M.,3,2,59,15,8,7,0,15,3,5,0,1,0,0,0,0,0,0,55,41,53,9,1,8,0,8,2,6,0,1,0,0,0,0,0,0,58,39,433,3,-1,1,0,0,-1
02/23/2019 00:00,JP1,Iwata,Iwata,Yamaga,1,1,63,9,1,8,0,6,5,0,0,0,0,0,0,0,0,0,46,39,51,7,1,6,0,6,2,1,0,2,0,0,0,0,0,0,32,35,352,1,1,0,1,0,0
02/23/2019 00:00,JP1,Yamaga,Iwata,Yamaga,1,1,37,5,1,4,0,4,3,1,0,1,0,0,0,0,0,0,21,30,49,9,2,7,0,14,2,1,0,0,0,0,0,0,0,0,31,30,352,1,-1,0,1,0,0
02/23/2019 00:00,JP1,Kashima,Kashima,Oita,1,2,43,8,1,7,0,9,3,0,0,2,0,0,0,0,0,0,63,46,56,12,4,8,0,11,4,2,0,2,0,0,0,0,0,0,61,51,442,0,1,0,0,1,-1
02/23/2019 00:00,JP1,Oita,Kashima,Oita,2,1,57,5,3,2,0,7,3,0,0,1,0,0,0,0,0,0,41,16,44,5,3,2,0,3,1,0,0,3,0,0,1,0,0,0,43,16,343,3,-1,1,0,0,-1
02/22/2019 23:00,JP1,Hiroshima,Hiroshima,Shimizu,1,1,57,4,1,3,0,6,2,0,0,0,0,0,0,0,0,0,67,26,45,10,3,7,0,8,1,1,0,0,0,0,0,0,0,0,50,33,3421,1,1,0,1,0,0
02/22/2019 23:00,JP1,Shimizu,Hiroshima,Shimizu,1,1,43,5,1,4,0,10,1,2,0,1,0,0,1,0,0,0,52,24,55,1,0,1,0,7,2,0,0,2,0,0,0,0,0,0,57,24,3421,1,-1,0,1,0,0
02/22/2019 23:00,JP1,Kawasaki_Frontale,Kawasaki_Frontale,FC_Tokyo,0,0,59,3,3,0,0,5,2,0,0,1,0,0,1,0,0,0,50,30,64,11,4,7,0,5,6,2,0,0,0,0,2,0,0,0,47,48,4231,1,1,0,1,0,0
02/22/2019 23:00,JP1,FC_Tokyo,Kawasaki_Frontale,FC_Tokyo,0,0,41,3,1,2,0,8,4,0,0,3,0,0,0,0,0,0,38,32,36,3,0,3,0,5,1,0,0,4,0,0,2,0,0,0,45,27,442,1,-1,0,1,0,0
02/22/2019 23:00,JP1,Sagan_Tosu,Sagan_Tosu,Nagoya,0,4,42,4,3,1,0,7,2,1,0,1,0,0,2,0,0,0,38,19,47,5,4,1,0,7,1,1,0,2,0,0,0,0,0,0,49,21,352,0,1,0,0,1,-1
02/22/2019 23:00,JP1,Nagoya,Sagan_Tosu,Nagoya,4,0,58,5,1,4,0,14,5,2,0,3,0,0,1,0,0,0,53,45,53,10,6,4,0,11,1,0,0,4,0,0,1,0,0,0,52,37,442,3,-1,1,0,0,-1
02/22/2019 23:00,JP1,Vegalta_Sendai,Vegalta_Sendai,Urawa,0,0,37,3,1,2,0,9,0,1,0,1,0,0,0,0,0,0,49,24,39,6,2,4,0,11,2,1,0,2,0,0,2,0,0,0,51,27,343,1,1,0,1,0,0
02/22/2019 23:00,JP1,Urawa,Vegalta_Sendai,Urawa,0,0,63,3,1,2,0,12,1,0,0,1,0,0,1,0,0,0,72,36,61,7,2,5,0,10,1,1,0,2,0,0,1,0,0,0,56,36,3142,1,-1,0,1,0,0
02/22/2019 04:30,JP1,C-Osaka,C-Osaka,Kobe,1,0,38,3,1,2,0,10,2,2,0,3,0,0,0,0,0,0,37,20,38,7,3,4,0,6,2,0,0,2,0,0,2,0,0,0,32,22,442,3,1,1,0,0,1
02/22/2019 04:30,JP1,Kobe,C-Osaka,Kobe,0,1,62,8,3,5,0,5,1,0,0,1,0,0,0,0,0,0,51,30,62,7,2,5,0,9,3,2,0,2,0,0,0,0,0,0,57,37,442,0,-1,0,0,1,1
