League,Team,Team_Code,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
06/01/2019 05:00,JP1,G-Osaka,25288996196467069381723074202319955899965237197458730157087625107417,1,1,53,6,2,4,0,10,1,0,0,1,6,0,0,283,0,15,53,2,0,2,0,6,2,2,0,0,6,0,0,295,0,5,352,1,1,0,1,0,0
06/01/2019 05:00,JP1,Kashima,4196245969068186223034392365739249594166695836893574532579079780890,1,1,47,5,2,3,0,6,4,1,0,1,9,0,2,247,0,6,47,3,0,3,0,8,1,2,0,0,4,0,0,271,0,16,442,1,-1,0,1,0,0
06/01/2019 05:00,JP1,Kawasaki_Frontale,10560245902826127973398162666475706200810874341131383835747628649601,1,1,62,6,2,4,0,8,1,0,0,1,5,0,0,362,0,11,60,11,4,7,0,10,5,0,0,0,3,0,1,337,0,9,442,1,1,0,1,0,0
06/01/2019 05:00,JP1,Urawa,12277803513596284668678681490685672364591056843865351348739412613579,1,1,38,3,1,2,0,5,1,1,0,2,7,0,0,211,0,12,40,5,1,4,0,3,3,1,0,3,9,0,1,190,0,16,343,1,-1,0,1,0,0
06/01/2019 04:00,JP1,Yamaga,5152160968020653588368301713562173418849941119435067518794398247800,1,1,52,3,1,2,0,6,2,1,0,0,7,0,0,254,0,10,48,6,2,4,0,6,1,0,0,2,5,0,1,181,0,2,3421,1,1,0,1,0,0
06/01/2019 04:00,JP1,Shimizu,20040564689349383462705478647281338122330893292361178846126799443330,1,1,48,2,0,2,0,8,1,2,0,1,4,0,2,240,0,7,52,10,3,7,0,4,2,1,0,1,6,0,1,216,0,8,4231,1,-1,0,1,0,0
06/01/2019 02:00,JP1,Sagan_Tosu,14107688217751634115458862979298242762167742261476935255801736987466,0,1,51,4,1,3,0,6,1,1,0,3,9,0,1,219,0,7,53,6,1,5,0,4,3,0,0,1,10,0,0,231,0,5,442,0,1,0,0,1,-1
06/01/2019 02:00,JP1,C-Osaka,9379043907148681469912573764471360752304545483186507996424426661232,1,0,49,8,4,4,0,10,1,1,0,1,5,0,1,226,0,4,47,3,1,2,0,10,1,1,0,1,3,0,1,195,0,10,4411,3,-1,1,0,0,-1
06/01/2019 01:00,JP1,Iwata,21113602172018634849213640505188741730663865533717992988839950919223,1,1,44,6,1,5,0,11,1,0,0,1,7,0,0,224,0,11,57,11,4,7,0,6,3,1,0,1,5,0,1,244,0,4,352,1,1,0,1,0,0
06/01/2019 01:00,JP1,Kobe,10699480890510115862819528383202209775422954578987147442466341067218,1,1,56,5,2,3,0,6,1,1,0,1,10,0,2,253,0,14,43,4,1,3,0,6,2,0,0,3,7,1,1,183,0,8,3421,1,-1,0,1,0,0
06/01/2019 00:00,JP1,FC_Tokyo,25761376114469815702903512838621258197390868179672640189077709806268,3,1,46,12,4,8,0,6,4,0,0,1,4,0,1,246,0,7,51,6,2,4,0,11,2,1,0,1,5,0,0,240,0,6,442,3,1,1,0,0,1
06/01/2019 00:00,JP1,Oita,2885764814548894276926400612303898441863443477622320398462679169850,1,3,54,1,1,0,0,4,0,1,0,2,5,0,0,302,0,8,49,2,2,0,0,6,1,1,0,1,10,0,2,267,0,11,343,0,-1,0,0,1,1
06/01/2019 00:00,JP1,Sapporo,2241648638029914517776267486710370180234226226401216828149467567932,1,0,65,2,2,0,0,2,0,0,0,1,9,0,1,407,0,6,46,5,1,4,0,6,1,1,0,2,7,1,3,220,0,15,3421,3,1,1,0,0,1
06/01/2019 00:00,JP1,Hiroshima,22379657337813113839422123288363214537262931752166586978660657845533,0,1,35,4,1,3,0,9,0,0,0,2,2,0,0,209,0,8,54,4,2,2,0,8,3,0,0,0,6,0,0,330,0,8,3421,0,-1,0,0,1,1
06/01/2019 00:00,JP1,Vegalta_Sendai,7809494096275569048641065598574690915786357635383918633229954718299,3,1,39,2,1,1,0,6,1,0,0,1,4,0,1,145,0,23,39,8,3,5,0,7,1,0,0,1,5,0,1,168,0,17,4231,3,1,1,0,0,1
06/01/2019 00:00,JP1,Nagoya,2647000823339939494669889684486809173375737948133929462600207704981,1,3,61,5,2,3,0,4,4,1,0,0,5,0,0,321,0,11,61,6,1,5,0,5,2,0,0,1,7,0,1,351,0,8,442,0,-1,0,0,1,1
05/31/2019 05:00,JP1,Shonan,21951827362008594648883536910653776723247785863029201883067385866188,1,2,36,6,3,3,0,5,1,4,0,0,8,0,0,119,0,8,34,1,1,0,0,11,1,4,0,0,9,0,0,116,0,11,3421,0,1,0,0,1,-1
05/31/2019 05:00,JP1,Yokohama_M.,16094920739936548237032227990675930372657339450634973912855699429460,2,1,64,6,1,5,0,12,3,1,0,2,5,0,0,273,0,7,66,5,1,4,0,13,1,1,0,1,9,0,1,341,0,9,4231,3,-1,1,0,0,-1
