League,Team,Home,Away,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_A,First_Half_DA,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_A,Second_Half_DA,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
08/04/2019 05:30,JP1,Sagan_Tosu,Sagan_Tosu,Oita,2,2,41,10,2,8,0,5,3,1,0,0,6,0,0,188,0,4,30,38,28,7,3,4,0,12,1,0,0,1,5,0,2,130,0,4,21,27,442,1,1,0,1,0,0
08/04/2019 05:30,JP1,Oita,Sagan_Tosu,Oita,2,2,59,5,0,5,0,7,2,0,0,2,5,0,0,332,0,2,27,26,72,4,3,1,0,5,1,1,0,1,11,0,2,338,0,9,41,32,343,1,-1,0,1,0,0
08/04/2019 05:00,JP1,Kawasaki_Frontale,Kawasaki_Frontale,Yamaga,0,0,68,6,0,6,0,4,0,0,0,1,3,0,0,441,0,6,49,29,68,7,1,6,0,4,1,1,0,1,5,0,0,415,0,7,51,40,4231,1,1,0,1,0,0
08/04/2019 05:00,JP1,Yamaga,Kawasaki_Frontale,Yamaga,0,0,32,2,1,1,0,3,1,0,0,0,4,0,1,153,0,7,39,16,32,6,1,5,0,6,3,0,0,1,4,0,0,167,0,13,31,22,343,1,-1,0,1,0,0
08/04/2019 05:00,JP1,Urawa,Urawa,Nagoya,2,2,53,8,3,5,0,2,1,0,0,3,7,0,0,319,0,10,45,27,61,11,5,6,0,6,3,1,0,1,4,0,0,348,0,8,51,42,343,1,1,0,1,0,0
08/04/2019 05:00,JP1,Nagoya,Urawa,Nagoya,2,2,47,8,5,3,0,7,5,0,0,2,2,0,0,287,0,14,36,27,39,11,1,10,0,5,3,1,0,4,5,0,0,204,0,12,28,27,343,1,-1,0,1,0,0
08/03/2019 05:00,JP1,FC_Tokyo,FC_Tokyo,C-Osaka,3,0,39,6,2,4,0,5,1,0,0,1,0,0,0,178,0,0,43,18,37,5,2,3,0,8,2,0,0,2,0,0,1,110,0,0,34,21,442,3,1,1,0,0,1
08/03/2019 05:00,JP1,C-Osaka,FC_Tokyo,C-Osaka,0,3,61,5,1,4,0,6,2,2,0,2,0,0,0,337,0,0,56,33,63,7,2,5,0,9,3,0,0,0,0,0,0,215,0,0,36,34,442,0,-1,0,0,1,1
08/03/2019 05:00,JP1,Hiroshima,Hiroshima,Sapporo,1,0,59,1,0,1,0,8,1,1,0,2,0,0,0,420,0,0,57,29,47,5,2,3,0,9,1,2,0,0,0,0,0,236,0,0,43,16,343,3,1,1,0,0,1
08/03/2019 05:00,JP1,Sapporo,Hiroshima,Sapporo,0,1,41,8,2,6,0,7,2,1,0,0,0,0,0,247,0,0,32,25,53,9,0,9,0,8,3,0,0,1,0,0,1,315,0,0,48,37,343,0,-1,0,0,1,1
08/03/2019 05:00,JP1,Shonan,Shonan,Kashima,3,2,48,9,1,8,0,11,3,1,0,2,0,0,0,155,0,0,40,38,34,9,5,4,0,6,2,1,0,5,0,0,0,109,0,0,39,28,343,3,1,1,0,0,1
08/03/2019 05:00,JP1,Kashima,Shonan,Kashima,2,3,52,3,2,1,0,11,0,2,0,1,0,0,0,157,0,0,42,17,66,14,7,7,0,6,6,1,0,2,0,0,1,246,0,0,57,58,442,0,-1,0,0,1,1
08/03/2019 05:00,JP1,Vegalta_Sendai,Vegalta_Sendai,Iwata,2,1,54,8,2,6,0,6,0,0,0,0,0,0,0,226,0,0,48,21,34,3,2,1,0,4,3,0,0,0,0,0,1,108,0,0,39,19,442,3,1,1,0,0,1
08/03/2019 05:00,JP1,Iwata,Vegalta_Sendai,Iwata,1,2,46,3,1,2,0,6,1,0,0,0,0,0,0,226,0,0,52,30,66,7,0,7,0,4,2,0,0,2,0,0,1,353,0,0,52,36,451,0,-1,0,0,1,1
08/03/2019 05:00,JP1,Yokohama_M.,Yokohama_M.,Shimizu,0,1,67,1,0,1,0,12,3,0,0,1,0,0,0,386,0,0,65,28,73,10,2,8,0,9,8,0,0,0,0,0,0,406,0,0,74,68,433,0,1,0,0,1,-1
08/03/2019 05:00,JP1,Shimizu,Yokohama_M.,Shimizu,1,0,33,3,1,2,0,10,1,3,0,0,0,0,0,116,0,0,56,19,27,6,1,5,0,3,2,1,0,2,0,0,1,83,0,0,43,15,442,3,-1,1,0,0,-1
08/02/2019 05:00,JP1,Kobe,Kobe,G-Osaka,2,2,59,8,4,4,0,7,2,0,0,1,6,0,0,314,0,6,64,49,57,18,6,12,0,4,6,0,0,1,4,0,1,213,0,9,51,59,433,1,1,0,1,0,0
08/02/2019 05:00,JP1,G-Osaka,Kobe,G-Osaka,2,2,41,3,2,1,0,7,1,2,0,4,5,0,0,193,0,15,41,22,43,11,2,9,0,3,4,1,0,4,4,0,1,206,0,7,48,36,3142,1,-1,0,1,0,0
