League,Team,Team_Code,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
6/30/19 6:30,JP1,Sagan_Tosu,1.41077E+67,4,2,48,6,4,2,0,4,0,3,0,3,5,0,2,199,0,9,48,7,3,4,0,6,5,1,0,3,3,0,0,186,0,1,442,3,1,1,0,0,1
6/30/19 6:30,JP1,Shimizu,2.00406E+67,2,4,52,8,5,3,0,8,1,0,0,1,4,0,0,276,0,11,52,12,3,9,0,4,3,1,0,2,5,0,1,223,0,3,4231,0,-1,0,0,1,1
6/30/19 6:00,JP1,Iwata,2.11136E+67,1,3,39,10,4,6,0,3,1,0,0,0,7,0,1,169,0,10,49,5,2,3,0,12,2,1,0,0,8,0,0,244,0,7,3421,0,1,0,0,1,-1
6/30/19 6:00,JP1,Kawasaki_Frontale,1.05602E+67,3,1,61,3,1,2,0,7,1,1,0,4,2,0,0,348,0,10,51,3,2,1,0,9,1,2,0,1,10,0,2,261,0,6,4231,3,-1,1,0,0,-1
6/30/19 6:00,JP1,Oita,2.88576E+66,2,0,53,7,2,5,0,10,1,0,0,0,5,0,1,309,0,7,59,8,3,5,0,10,2,0,0,0,5,0,1,260,0,9,433,3,1,1,0,0,1
6/30/19 6:00,JP1,Urawa,1.22778E+67,0,2,47,4,0,4,0,5,3,2,0,2,8,0,0,233,0,15,41,7,0,7,0,5,4,0,0,1,10,0,2,191,0,3,433,0,-1,0,0,1,1
6/30/19 6:00,JP1,Shonan,2.19518E+67,0,2,47,5,0,5,0,7,1,0,0,0,2,0,0,212,0,4,51,7,1,6,0,8,3,1,0,4,6,0,0,214,0,8,3421,0,1,0,0,1,-1
6/30/19 6:00,JP1,C-Osaka,9.37904E+66,2,0,53,3,0,3,0,2,1,2,0,0,5,0,0,251,0,11,49,13,6,7,0,7,4,3,0,1,5,0,1,215,0,7,442,3,-1,1,0,0,-1
6/30/19 6:00,JP1,Vegalta_Sendai,7.80949E+66,2,1,46,11,5,6,0,3,4,0,0,0,3,0,0,198,0,15,37,4,3,1,0,6,0,1,0,5,8,0,1,110,0,12,442,3,1,1,0,0,1
6/30/19 6:00,JP1,Sapporo,2.24165E+66,1,2,54,5,1,4,0,3,4,0,0,4,3,0,0,282,0,7,63,9,5,4,0,9,7,0,0,2,6,0,2,273,0,6,3421,0,-1,0,0,1,1
6/30/19 5:30,JP1,Kashima,4.19625E+66,2,2,44,4,1,3,0,4,2,2,0,0,3,0,1,224,0,9,61,6,3,3,0,8,2,2,0,1,5,0,0,255,0,12,442,1,1,0,1,0,0
6/30/19 5:30,JP1,Hiroshima,2.23797E+67,2,2,56,5,1,4,0,5,3,0,0,0,4,0,1,279,0,7,39,7,2,5,0,7,1,0,0,2,8,0,3,195,0,23,3421,1,-1,0,1,0,0
6/30/19 5:00,JP1,Kobe,1.06995E+67,5,3,42,5,3,2,0,5,1,3,0,2,12,0,0,162,0,12,38,5,4,1,0,5,1,2,0,2,7,0,0,127,0,13,4132,3,1,1,0,0,1
6/30/19 5:00,JP1,Nagoya,2.647E+66,3,5,58,9,2,7,0,15,2,1,0,2,4,0,0,337,0,8,62,13,5,8,0,9,5,0,0,0,7,0,2,281,0,5,442,0,-1,0,0,1,1
6/29/19 6:00,JP1,FC_Tokyo,2.57614E+67,4,2,29,5,3,2,0,3,2,2,0,4,3,0,0,129,0,11,37,5,3,2,0,7,2,2,0,1,2,0,1,143,0,13,442,3,1,1,0,0,1
6/29/19 6:00,JP1,Yokohama_M.,1.60949E+67,2,4,71,9,5,4,0,5,4,1,0,1,2,0,1,421,0,8,63,12,2,10,0,4,6,1,0,1,6,0,0,354,0,4,4231,0,-1,0,0,1,1
6/29/19 5:00,JP1,Yamaga,5.15216E+66,1,3,34,10,3,7,0,2,1,2,0,4,6,0,1,124,0,16,40,8,6,2,0,4,3,1,0,0,9,0,2,161,0,11,433,0,1,0,0,1,-1
6/29/19 5:00,JP1,G-Osaka,2.5289E+67,3,1,66,11,5,6,0,8,2,0,0,3,2,0,0,354,0,14,60,5,2,3,0,10,2,0,0,5,4,0,0,281,0,0,433,3,-1,1,0,0,-1
