League,Team,Home,Away,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_A,First_Half_DA,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_A,Second_Half_DA,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
08/11/2019 05:00,JP1,Iwata,Iwata,Shonan,2,3,48,6,3,3,0,9,2,1,0,2,7,0,0,176,0,14,52,28,56,11,2,9,0,7,7,0,0,0,5,0,0,232,0,4,55,49,3142,0,1,0,0,1,-1
08/11/2019 05:00,JP1,Shonan,Iwata,Shonan,3,2,52,5,2,3,0,8,4,1,0,2,8,0,0,218,0,9,52,41,44,13,3,10,0,5,2,0,0,1,7,0,0,126,0,13,34,33,3421,3,-1,1,0,0,-1
08/11/2019 04:00,JP1,C-Osaka,C-Osaka,Sagan_Tosu,1,2,46,8,4,4,0,5,3,0,0,3,4,0,1,239,0,8,39,26,44,11,6,5,0,13,4,1,0,1,3,0,0,145,0,13,36,34,442,0,1,0,0,1,-1
08/11/2019 04:00,JP1,Sagan_Tosu,C-Osaka,Sagan_Tosu,2,1,54,5,3,2,0,4,2,2,0,3,3,0,0,264,0,12,40,29,56,4,3,1,0,4,5,1,0,6,12,0,2,171,0,7,40,29,442,3,-1,1,0,0,-1
08/10/2019 05:00,JP1,FC_Tokyo,FC_Tokyo,Vegalta_Sendai,1,0,53,6,0,6,0,6,3,0,0,1,5,0,0,258,0,8,30,29,43,3,2,1,0,5,1,0,0,0,6,0,0,135,0,8,34,24,442,3,1,1,0,0,1
08/10/2019 05:00,JP1,Vegalta_Sendai,FC_Tokyo,Vegalta_Sendai,0,1,47,4,1,3,0,5,3,2,0,0,4,0,0,210,0,7,33,25,57,9,0,9,0,6,3,0,0,1,6,0,4,219,0,9,34,27,442,0,-1,0,0,1,1
08/10/2019 05:00,JP1,G-Osaka,G-Osaka,Hiroshima,1,1,63,13,1,12,0,8,2,0,0,1,6,0,0,393,0,11,47,45,59,7,2,5,0,9,2,0,0,0,8,0,2,285,0,6,37,28,352,1,1,0,1,0,0
08/10/2019 05:00,JP1,Hiroshima,G-Osaka,Hiroshima,1,1,37,3,1,2,0,6,0,0,0,1,8,0,0,209,0,12,22,13,41,8,1,7,0,8,2,2,0,1,7,0,0,194,0,8,24,35,3421,1,-1,0,1,0,0
08/10/2019 05:00,JP1,Nagoya,Nagoya,Kawasaki_Frontale,3,0,45,5,2,3,0,10,2,2,0,1,7,0,0,205,0,10,37,19,47,6,1,5,0,5,2,2,0,5,3,0,0,294,0,13,36,23,442,3,1,1,0,0,1
08/10/2019 05:00,JP1,Kawasaki_Frontale,Nagoya,Kawasaki_Frontale,0,3,55,3,1,2,0,9,1,3,0,0,7,0,1,315,0,11,39,20,53,8,5,3,0,5,4,1,0,0,4,1,2,321,0,12,38,40,4231,0,-1,0,0,1,1
08/10/2019 05:00,JP1,Oita,Oita,Kobe,1,1,38,3,1,2,0,4,3,0,0,1,4,0,0,216,0,8,26,20,51,3,3,0,0,6,2,1,0,2,6,0,0,244,0,5,44,22,343,1,1,0,1,0,0
08/10/2019 05:00,JP1,Kobe,Oita,Kobe,1,1,62,4,2,2,0,4,1,0,0,1,4,0,0,313,0,5,43,26,49,7,2,5,0,7,2,0,0,2,6,0,0,283,0,7,40,29,433,1,-1,0,1,0,0
08/10/2019 04:30,JP1,Kashima,Kashima,Yokohama_M.,2,1,36,5,3,2,0,8,2,6,0,1,7,0,0,122,0,17,30,21,42,6,1,5,0,6,6,4,0,1,6,0,1,118,0,10,26,31,442,3,1,1,0,0,1
08/10/2019 04:30,JP1,Yokohama_M.,Kashima,Yokohama_M.,1,2,64,6,1,5,0,13,4,2,0,2,6,0,1,330,0,8,47,34,58,4,2,2,0,11,3,1,0,0,7,1,1,201,0,6,29,28,433,0,-1,0,0,1,1
08/10/2019 04:00,JP1,Shimizu,Shimizu,Yamaga,1,0,52,5,1,4,0,9,2,2,0,0,2,0,2,231,0,8,42,32,42,8,1,7,0,9,3,0,0,0,3,0,1,148,0,9,38,26,442,3,1,1,0,0,1
08/10/2019 04:00,JP1,Yamaga,Shimizu,Yamaga,0,1,48,2,0,2,0,4,5,2,0,0,7,0,0,237,0,4,37,29,58,3,0,3,0,3,3,1,0,1,8,0,1,251,0,11,44,33,3421,0,-1,0,0,1,1
08/10/2019 00:00,JP1,Sapporo,Sapporo,Urawa,1,1,38,8,2,6,0,11,2,1,0,2,0,0,0,201,0,0,48,30,42,9,3,6,0,9,0,1,0,2,0,0,1,187,0,0,51,27,3421,1,1,0,1,0,0
08/10/2019 00:00,JP1,Urawa,Sapporo,Urawa,1,1,62,4,2,2,0,7,1,1,0,2,0,0,0,348,0,0,55,20,58,5,3,2,0,7,2,0,0,2,0,0,0,270,0,0,52,30,433,1,-1,0,1,0,0
