League,Team,Team_Code,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
03/18/2018 05:00,JP1,Nagoya,2647000823339939494669889684486809173375737948133929462600207704981,0,1,45,4,1,3,0,8,1,0,10,2,0,0,0,0,0,0,49,5,4,1,0,10,3,0,10,2,0,0,0,0,0,0,442,0,1,0,0,1,-1
03/18/2018 05:00,JP1,Kawasaki_Frontale,10560245902826127973398162666475706200810874341131383835747628649601,1,0,55,3,2,1,0,6,3,0,6,1,0,0,0,0,0,0,51,7,3,4,0,6,2,0,8,4,0,0,0,0,0,0,451,3,-1,1,0,0,-1
03/18/2018 02:00,JP1,Hiroshima,22379657337813113839422123288363214537262931752166586978660657845533,0,0,51,5,4,1,0,7,3,0,17,1,0,0,2,0,0,0,51,1,0,1,0,12,0,0,13,0,0,0,0,0,0,0,442,1,1,0,1,0,0
03/18/2018 02:00,JP1,Iwata,21113602172018634849213640505188741730663865533717992988839950919223,0,0,49,3,1,2,0,9,1,0,12,4,0,0,1,0,0,0,49,5,0,5,0,10,1,0,12,0,0,0,1,0,0,0,541,1,-1,0,1,0,0
03/18/2018 02:00,JP1,Kobe,10699480890510115862819528383202209775422954578987147442466341067218,2,0,57,11,7,4,0,5,2,0,9,3,0,0,0,0,0,0,47,7,2,5,0,7,1,0,6,7,0,0,1,0,0,0,433,3,1,1,0,0,1
03/18/2018 02:00,JP1,C-Osaka,9379043907148681469912573764471360752304545483186507996424426661232,0,2,43,7,3,4,0,3,1,0,10,6,0,0,1,0,0,0,53,8,7,1,0,9,2,0,12,1,0,0,1,0,0,0,433,0,-1,0,0,1,1
03/18/2018 02:00,JP1,Sagan_Tosu,14107688217751634115458862979298242762167742261476935255801736987466,0,1,51,6,2,4,0,8,4,0,9,0,0,0,1,0,0,0,61,11,4,7,0,9,6,0,14,3,0,0,2,0,0,0,433,0,1,0,0,1,-1
03/18/2018 02:00,JP1,Kashima,4196245969068186223034392365739249594166695836893574532579079780890,1,0,49,8,1,7,0,6,2,0,16,2,0,0,1,0,0,0,39,5,3,2,0,10,1,0,18,4,0,0,2,0,0,0,442,3,-1,1,0,0,-1
03/18/2018 02:00,JP1,Urawa,12277803513596284668678681490685672364591056843865351348739412613579,0,1,52,5,3,2,0,13,3,0,9,3,0,0,0,0,0,0,36,3,1,2,0,5,1,0,12,2,0,0,2,0,0,0,433,0,1,0,0,1,-1
03/18/2018 02:00,JP1,Yokohama_M.,16094920739936548237032227990675930372657339450634973912855699429460,1,0,48,3,3,0,0,12,5,0,7,3,0,0,2,0,0,0,64,5,3,2,0,15,4,0,7,1,0,0,2,0,0,0,433,3,-1,1,0,0,-1
03/18/2018 01:00,JP1,FC_Tokyo,25761376114469815702903512838621258197390868179672640189077709806268,1,0,51,4,1,3,0,7,0,0,14,1,0,0,1,0,0,0,57,10,8,2,0,9,5,0,10,0,0,0,0,0,0,0,442,3,1,1,0,0,1
03/18/2018 01:00,JP1,Shonan,21951827362008594648883536910653776723247785863029201883067385866188,0,1,49,1,1,0,0,10,2,0,10,1,0,0,1,0,0,0,43,0,0,0,0,7,0,0,12,7,0,0,0,0,0,0,3421,0,-1,0,0,1,1
03/18/2018 01:00,JP1,G-Osaka,25288996196467069381723074202319955899965237197458730157087625107417,2,2,48,2,2,0,0,3,1,0,8,2,0,0,0,0,0,0,54,6,3,3,0,3,1,0,14,5,0,0,1,0,0,0,433,1,1,0,1,0,0
03/18/2018 01:00,JP1,Kashiwa,6720371336411209397297407563383069767818270194138225536998597471820,2,2,52,8,4,4,0,6,2,0,13,1,0,0,0,0,0,0,46,11,5,6,0,6,5,0,12,2,0,0,0,0,0,0,433,1,-1,0,1,0,0
03/18/2018 00:00,JP1,Sapporo,2241648638029914517776267486710370180234226226401216828149467567932,2,1,58,2,0,2,0,7,2,0,10,2,0,0,1,0,0,0,56,10,5,5,0,10,4,0,8,2,0,0,0,0,0,0,3421,3,1,1,0,0,1
03/18/2018 00:00,JP1,V-Varen_Nagasaki,14311975074565349772246006693183993773294097405175130945076537323112,1,2,42,6,2,4,0,5,1,0,10,0,0,0,1,0,0,0,44,6,3,3,0,10,3,0,4,3,0,0,1,0,0,0,3421,0,-1,0,0,1,1
03/18/2018 00:00,JP1,Shimizu,20040564689349383462705478647281338122330893292361178846126799443330,1,1,42,8,4,4,0,10,2,0,9,1,0,0,0,0,0,0,42,1,0,1,0,8,1,0,17,3,0,0,0,0,0,0,442,1,1,0,1,0,0
03/18/2018 00:00,JP1,Vegalta_Sendai,7809494096275569048641065598574690915786357635383918633229954718299,1,1,58,2,1,1,0,9,3,0,11,3,0,0,0,0,0,0,58,9,4,5,0,12,7,0,12,0,0,0,1,0,0,0,343,1,-1,0,1,0,0
