,Dates,Home,Away
0,06/21/2019  06:35,Jiangsu_Suning,Shanghai_Shenhua
1,06/22/2019  04:30,Beijing_Guoan,Guangzhou_R&F
2,06/22/2019  06:35,Guangzhou_Evergrande,Hebei
3,06/22/2019  06:35,Henan_Jianye,Shenzhen
4,06/22/2019  06:35,Shanghai_SIPG,Beijing_Renhe
5,06/22/2019  06:35,Tianjin_Teda,Shandong_Luneng
6,06/23/2019  02:30,Dalian_Yifang_F.C.,Tianjin_Tianhai
7,06/23/2019  06:35,Wuhan_Zall,Chongqing_Lifan
