,Dates,Home,Away
0,06/29/2019  06:35,Beijing_Renhe,Dalian_Yifang_F.C.
1,06/29/2019  06:35,Chongqing_Lifan,Tianjin_Teda
2,06/29/2019  06:35,Guangzhou_R&F,Henan_Jianye
3,06/29/2019  06:35,Hebei,Wuhan_Zall
4,06/30/2019  06:35,Shandong_Luneng,Beijing_Guoan
5,06/30/2019  06:35,Shenzhen,Shanghai_SIPG
6,06/30/2019  06:35,Tianjin_Tianhai,Jiangsu_Suning
7,07/01/2019  06:35,Shanghai_Shenhua,Guangzhou_Evergrande
