,Dates,Home,Away
0,07/05/2019  07:35,Tianjin_Tianhai,Guangzhou_Evergrande
1,07/06/2019  07:35,Beijing_Guoan,Wuhan_Zall
2,07/06/2019  07:35,Guangzhou_R&F,Chongqing_Lifan
3,07/06/2019  07:35,Shanghai_SIPG,Shanghai_Shenhua
4,07/07/2019  05:30,Tianjin_Teda,Jiangsu_Suning
5,07/07/2019  07:35,Beijing_Renhe,Shandong_Luneng
6,07/07/2019  07:35,Dalian_Yifang_F.C.,Henan_Jianye
7,07/07/2019  07:35,Hebei,Shenzhen
