League,Team,Home,Away,GF,GA,First_Half_Ball_Possession,First_Half_Goal_Attempts,First_Half_Shots_on_Goal,First_Half_Shots_off_Goal,First_Half_Blocked_Shots,First_Half_Free_Kicks,First_Half_Corner_Kicks,First_Half_Offsides,First_Half_Throw_in,First_Half_Goalkeeper_Saves,First_Half_Fouls,First_Half_Red_Cards,First_Half_Yellow_Cards,First_Half_Total_Passes,First_Half_Completed_Passes,First_Half_A,First_Half_DA,First_Half_Tackles,Second_Half_Ball_Possession,Second_Half_Goal_Attempts,Second_Half_Shots_on_Goal,Second_Half_Shots_off_Goal,Second_Half_Blocked_Shots,Second_Half_Free_Kicks,Second_Half_A,Second_Half_DA,Second_Half_Corner_Kicks,Second_Half_Offsides,Second_Half_Throw_in,Second_Half_Goalkeeper_Saves,Second_Half_Fouls,Second_Half_Red_Cards,Second_Half_Yellow_Cards,Second_Half_Total_Passes,Second_Half_Completed_Passes,Second_Half_Tackles,Lineup,Points,HomeAway,HW,D,HL,Target
07/21/2019 07:00,CHI1,Chongqing_Lifan,Chongqing_Lifan,Shanghai_SIPG,2,2,47,5,1,3,1,8,3,0,0,0,4,0,0,164,111,6,60,21,53,5,3,1,1,10,2,0,0,0,5,0,1,180,145,6,53,19,3511,1,1,0,1,0,0
07/21/2019 07:00,CHI1,Shanghai_SIPG,Chongqing_Lifan,Shanghai_SIPG,2,2,53,4,0,3,1,4,3,0,0,0,8,0,0,188,143,8,56,14,47,4,1,3,0,4,0,0,0,2,13,1,5,159,124,12,49,17,343,1,-1,0,1,0,0
07/21/2019 07:00,CHI1,Jiangsu_Suning,Jiangsu_Suning,Beijing_Guoan,1,0,30,5,2,0,3,7,3,0,0,2,4,0,0,101,58,8,27,10,28,7,2,4,1,13,0,0,0,2,4,0,0,100,58,5,32,12,433,3,1,1,0,0,1
07/21/2019 07:00,CHI1,Beijing_Guoan,Jiangsu_Suning,Beijing_Guoan,0,1,70,7,2,3,2,4,7,0,0,1,8,0,1,233,204,5,67,23,72,7,2,4,1,3,4,1,0,2,11,0,2,247,208,6,56,38,442,0,-1,0,0,1,1
07/21/2019 06:35,CHI1,Hebei,Hebei,Tianjin_Tianhai,2,2,55,9,1,6,2,11,3,2,0,0,5,0,1,204,169,4,62,25,43,7,3,3,1,7,2,1,0,2,5,0,0,145,104,5,39,12,433,1,1,0,1,0,0
07/21/2019 06:35,CHI1,Tianjin_Tianhai,Hebei,Tianjin_Tianhai,2,2,45,7,0,4,3,5,2,0,0,1,8,0,0,165,126,9,38,16,57,11,4,4,3,6,1,0,0,1,7,0,2,190,147,3,48,24,4231,1,-1,0,1,0,0
07/21/2019 06:35,CHI1,Henan_Jianye,Henan_Jianye,Wuhan_Zall,0,0,45,9,2,3,4,7,2,0,0,1,8,0,0,173,135,6,54,24,51,5,2,2,1,7,2,2,0,2,13,0,1,145,101,2,48,25,532,1,1,0,1,0,0
07/21/2019 06:35,CHI1,Wuhan_Zall,Henan_Jianye,Wuhan_Zall,0,0,55,1,1,0,0,11,0,1,0,2,10,0,1,218,173,6,45,12,49,2,2,0,0,11,1,0,0,2,6,0,1,146,100,2,34,14,451,1,-1,0,1,0,0
07/21/2019 06:35,CHI1,Shandong_Luneng,Shandong_Luneng,Shenzhen,3,0,51,11,4,2,5,10,6,1,0,0,6,0,0,196,164,5,55,29,45,7,3,2,2,6,3,2,0,2,7,0,0,196,154,7,42,18,442,3,1,1,0,0,1
07/21/2019 06:35,CHI1,Shenzhen,Shandong_Luneng,Shenzhen,0,3,49,2,0,2,0,8,1,1,0,2,10,0,1,195,162,7,55,13,55,11,2,3,6,8,4,0,0,2,5,0,2,247,214,6,68,37,532,0,-1,0,0,1,1
07/21/2019 05:00,CHI1,Beijing_Renhe,Beijing_Renhe,Shanghai_Shenhua,1,4,58,6,0,4,2,8,3,1,0,2,10,0,1,201,165,3,49,22,54,8,1,2,5,9,4,2,0,2,10,0,2,149,117,5,43,22,541,0,1,0,0,1,-1
07/21/2019 05:00,CHI1,Shanghai_Shenhua,Beijing_Renhe,Shanghai_Shenhua,4,1,42,8,5,2,1,12,1,0,0,0,7,0,0,153,116,8,43,9,46,4,3,0,1,11,2,2,0,0,10,0,1,133,94,4,39,14,4411,3,-1,1,0,0,-1
07/20/2019 06:35,CHI1,Guangzhou_R&F,Guangzhou_R&F,Guangzhou_Evergrande,0,5,58,8,3,3,2,4,5,0,0,4,8,0,1,225,186,10,67,27,56,7,1,2,4,7,3,0,0,0,7,0,0,194,168,5,37,25,4231,0,1,0,0,1,-1
07/20/2019 06:35,CHI1,Guangzhou_Evergrande,Guangzhou_R&F,Guangzhou_Evergrande,5,0,42,8,6,2,0,7,2,0,0,3,4,0,0,163,127,9,31,13,44,4,3,1,0,7,0,2,0,1,6,0,0,162,131,6,32,16,4231,3,-1,1,0,0,-1
07/20/2019 06:35,CHI1,Tianjin_Teda,Tianjin_Teda,Dalian_Yifang_F.C.,3,3,57,10,5,3,2,10,5,0,0,2,2,0,1,234,198,6,36,22,45,7,3,4,0,6,3,1,0,3,4,0,2,117,91,2,31,28,433,1,1,0,1,0,0
07/20/2019 06:35,CHI1,Dalian_Yifang_F.C.,Tianjin_Teda,Dalian_Yifang_F.C.,3,3,43,4,3,1,0,2,3,0,0,3,10,0,1,176,146,3,38,13,55,7,5,2,0,4,2,1,0,2,6,1,2,163,132,6,33,21,433,1,-1,0,1,0,0
